Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2020,Garfield,WA,Passenger,0,1,1,1369,1370,0.07
April 30 2019,Ferry,WA,Passenger,4,2,6,4564,4570,0.13
May 31 2020,Hennepin,MN,Passenger,2,0,2,78,80,2.50
July 31 2020,Ferry,WA,Passenger,7,3,10,4490,4500,0.22
July 31 2020,Benton,WA,Passenger,387,330,717,137093,137810,0.52
July 31 2020,Benton,WA,Truck,0,0,0,43923,43923,0.00
May 31 2020,Island,WA,Truck,1,0,1,21648,21649,0.00
July 31 2020,Brevard,FL,Passenger,0,1,1,70,71,1.41
July 31 2020,Grays Harbor,WA,Truck,0,0,0,21417,21417,0.00
March 31 2019,Muscogee,GA,Passenger,0,1,1,190,191,0.52
January 31 2020,Muscogee,GA,Passenger,0,1,1,180,181,0.55
November 30 2019,Chelan,WA,Passenger,198,79,277,55749,56026,0.49
July 31 2020,Bucks,PA,Passenger,1,0,1,20,21,4.76
July 31 2020,Guadalupe,TX,Passenger,2,0,2,48,50,4.00
April 30 2019,Grant,WA,Passenger,38,64,102,66157,66259,0.15
May 31 2020,Jefferson,WA,Truck,0,0,0,9739,9739,0.00
November 30 2019,Chelan,WA,Truck,0,0,0,23094,23094,0.00
June 30 2020,Island,WA,Truck,1,0,1,21734,21735,0.00
April 30 2019,Grays Harbor,WA,Passenger,82,88,170,48594,48764,0.35
May 31 2020,Juneau,AK,Passenger,0,1,1,22,23,4.35
January 31 2020,Norfolk City,VA,Passenger,2,1,3,368,371,0.81
July 31 2020,Harrison,MS,Passenger,1,0,1,56,57,1.75
January 31 2020,Oldham,KY,Passenger,0,1,1,3,4,25.00
November 30 2019,Clark,WA,Truck,0,0,0,83393,83393,0.00
January 31 2020,Orange,CA,Passenger,6,1,7,498,505,1.39
May 31 2020,Klickitat,WA,Truck,0,0,0,8394,8394,0.00
November 30 2019,Clay,FL,Passenger,0,1,1,85,86,1.16
June 30 2020,Kent,MI,Passenger,0,1,1,20,21,4.76
March 31 2019,Pacific,WA,Passenger,36,28,64,16134,16198,0.40
January 31 2020,Pacific,WA,Passenger,40,34,74,16342,16416,0.45
June 30 2020,Klickitat,WA,Passenger,56,42,98,15577,15675,0.63
March 31 2019,Pacific,WA,Truck,0,0,0,7864,7864,0.00
July 31 2020,Clallam,WA,Passenger,252,173,425,51006,51431,0.83
March 31 2019,Palm Beach,FL,Passenger,0,1,1,79,80,1.25
January 31 2020,Pierce,WA,Passenger,2467,1798,4265,560720,564985,0.75
March 31 2019,Pend Oreille,WA,Truck,0,0,0,5981,5981,0.00
November 30 2019,Cowlitz,WA,Passenger,123,122,245,74876,75121,0.33
May 31 2020,Los Angeles,CA,Passenger,7,9,16,951,967,1.65
July 31 2020,Kittitas,WA,Passenger,110,49,159,30476,30635,0.52
November 30 2019,Denver,CO,Passenger,1,0,1,117,118,0.85
July 31 2020,Klamath,OR,Passenger,1,0,1,23,24,4.17
November 30 2019,Douglas,WA,Truck,0,0,0,12610,12610,0.00
March 31 2019,Pima,AZ,Passenger,0,1,1,371,372,0.27
June 30 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
March 31 2019,Polk,FL,Passenger,1,0,1,66,67,1.49
May 31 2020,Montgomery,MD,Passenger,0,4,4,242,246,1.63
July 31 2020,Glacier,MT,Passenger,0,1,1,3,4,25.00
June 30 2020,Montgomery,OH,Passenger,0,1,1,58,59,1.69
January 31 2020,Santa Rosa,FL,Passenger,1,0,1,83,84,1.19
January 31 2020,Sarasota,FL,Passenger,1,0,1,22,23,4.35
April 30 2019,King,WA,Passenger,18768,7162,25930,1404370,1430300,1.81
June 30 2020,Moore,NC,Passenger,0,2,2,162,164,1.22
November 30 2019,Fulton,GA,Passenger,0,2,2,100,102,1.96
April 30 2019,Klickitat,WA,Truck,0,0,0,8487,8487,0.00
June 30 2020,Nueces,TX,Passenger,1,0,1,79,80,1.25
January 31 2020,Skamania,WA,Truck,0,0,0,4275,4275,0.00
November 30 2019,Grant,WA,Passenger,56,69,125,67185,67310,0.19
July 31 2020,Maricopa,AZ,Passenger,4,5,9,1107,1116,0.81
November 30 2019,Grays Harbor,WA,Passenger,112,104,216,49137,49353,0.44
May 31 2020,Pima,AZ,Passenger,2,1,3,298,301,1.00
January 31 2020,Suffolk City,VA,Passenger,1,0,1,121,122,0.82
July 31 2020,Howard,MD,Passenger,0,1,1,81,82,1.22
May 31 2020,Pinellas,FL,Passenger,1,1,2,82,84,2.38
July 31 2020,Maui,HI,Passenger,1,0,1,32,33,3.03
May 31 2020,Polk,FL,Passenger,1,0,1,65,66,1.52
May 31 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
June 30 2020,Pima,AZ,Passenger,2,1,3,290,293,1.02
January 31 2020,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
March 31 2019,Santa Cruz,CA,Passenger,1,0,1,37,38,2.63
June 30 2020,Polk,FL,Passenger,1,0,1,64,65,1.54
April 30 2019,Lumpkin,GA,Passenger,1,0,1,8,9,11.11
January 31 2020,Wahkiakum,WA,Truck,0,0,0,1799,1799,0.00
June 30 2020,Prince William,VA,Passenger,2,3,5,215,220,2.27
July 31 2020,Lincoln,WA,Passenger,6,11,17,7834,7851,0.22
July 31 2020,Muscogee,GA,Passenger,0,1,1,166,167,0.60
November 30 2019,Island,WA,Truck,1,0,1,21819,21820,0.00
July 31 2020,New Castle,DE,Passenger,1,0,1,22,23,4.35
May 31 2020,San Bernardino,CA,Passenger,0,1,1,438,439,0.23
June 30 2020,Saginaw,MI,Passenger,1,0,1,9,10,10.00
April 30 2019,Maricopa,AZ,Passenger,5,2,7,1328,1335,0.52
May 31 2020,San Francisco,CA,Passenger,1,1,2,89,91,2.20
June 30 2020,Saint Clair,IL,Passenger,1,0,1,138,139,0.72
March 31 2019,Skagit,WA,Passenger,316,205,521,93214,93735,0.56
January 31 2020,Whatcom,WA,Truck,3,0,3,44280,44283,0.01
March 31 2019,Skamania,WA,Truck,0,0,0,4197,4197,0.00
July 31 2020,Mason,WA,Truck,0,0,0,21277,21277,0.00
November 30 2019,Kent,MI,Passenger,0,1,1,21,22,4.55
May 31 2020,Santa Cruz,CA,Passenger,1,0,1,34,35,2.86
November 30 2019,Kern,CA,Passenger,2,1,3,225,228,1.32
June 30 2020,Santa Barbara,CA,Passenger,1,0,1,88,89,1.12
July 31 2020,Norfolk City,VA,Passenger,2,1,3,354,357,0.84
November 30 2019,King,WA,Passenger,22107,7789,29896,1415104,1445000,2.07
February 29 2020,NULL,NULL,Passenger,7,5,12,1941,1953,0.61
November 30 2019,Klickitat,WA,Passenger,50,39,89,16011,16100,0.55
November 30 2019,Klickitat,WA,Truck,0,0,0,8542,8542,0.00
February 29 2020,Adams,WA,Passenger,7,8,15,13250,13265,0.11
June 30 2020,Spokane,WA,Truck,1,0,1,100916,100917,0.00
May 31 2020,Spokane,WA,Passenger,765,517,1282,321781,323063,0.40
November 30 2019,Larimer,CO,Passenger,0,1,1,45,46,2.17
February 29 2020,Anne Arundel,MD,Passenger,1,3,4,421,425,0.94
June 30 2020,Stevens,WA,Passenger,39,35,74,31481,31555,0.23
July 31 2020,Nassau,FL,Passenger,1,0,1,24,25,4.00
March 31 2019,Twin Falls,ID,Passenger,0,1,1,18,19,5.26
February 29 2020,Asotin,WA,Passenger,17,12,29,13002,13031,0.22
July 31 2020,Pacific,WA,Passenger,42,38,80,16037,16117,0.50
March 31 2019,Vigo,IN,Passenger,1,0,1,4,5,20.00
November 30 2019,Lewis,WA,Passenger,119,110,229,60704,60933,0.38
July 31 2020,Pend Oreille,WA,Truck,0,0,0,5961,5961,0.00
March 31 2019,Virginia Beach City,VA,Passenger,0,1,1,681,682,0.15
May 31 2020,Thurston,WA,Passenger,1229,786,2015,200287,202302,1.00
March 31 2019,Wahkiakum,WA,Truck,0,0,0,1779,1779,0.00
June 30 2020,Thurston,WA,Passenger,1235,790,2025,200378,202403,1.00
July 31 2020,Orange,CA,Passenger,5,1,6,469,475,1.26
July 31 2020,Placer,CA,Passenger,1,0,1,77,78,1.28
May 31 2020,Ventura,CA,Passenger,1,2,3,285,288,1.04
March 31 2019,Walla Walla,WA,Truck,0,0,0,14018,14018,0.00
May 31 2020,Vigo,IN,Passenger,1,0,1,3,4,25.00
July 31 2020,Pend Oreille,WA,Passenger,7,5,12,9537,9549,0.13
May 31 2020,Walla Walla,WA,Truck,0,0,0,14078,14078,0.00
June 30 2020,Walla Walla,WA,Truck,0,0,0,14149,14149,0.00
February 29 2020,Calvert,MD,Passenger,0,2,2,90,92,2.17
November 30 2019,Montgomery,OH,Passenger,0,1,1,59,60,1.67
March 31 2019,Washtenaw,MI,Passenger,1,0,1,31,32,3.12
May 31 2020,Westchester,NY,Passenger,0,1,1,23,24,4.17
July 31 2020,San Diego,CA,Passenger,13,8,21,2783,2804,0.75
June 30 2020,Yakima,WA,Passenger,150,128,278,169654,169932,0.16
May 31 2020,Whitman,WA,Passenger,47,51,98,22632,22730,0.43
July 31 2020,Sarasota,FL,Passenger,1,0,1,19,20,5.00
February 29 2020,Columbia,WA,Truck,0,0,0,1605,1605,0.00
July 31 2020,NULL,WA,Passenger,0,0,0,4,4,0.00
November 30 2019,Oklahoma,OK,Passenger,0,2,2,115,117,1.71
March 31 2019,Whatcom,WA,Passenger,847,405,1252,152350,153602,0.82
February 29 2020,Contra Costa,CA,Passenger,2,0,2,190,192,1.04
July 31 2020,Riley,KS,Passenger,1,0,1,60,61,1.64
July 31 2020,Shelby,TN,Passenger,0,1,1,81,82,1.22
July 31 2020,Adams,WA,Truck,0,0,0,5469,5469,0.00
March 31 2019,Whatcom,WA,Truck,2,0,2,43885,43887,0.00
June 30 2020,NULL,CA,Passenger,1,2,3,220,223,1.35
July 31 2020,Sacramento,CA,Passenger,1,0,1,244,245,0.41
July 31 2020,Skagit,WA,Passenger,457,246,703,93193,93896,0.75
June 30 2020,Allegheny,PA,Passenger,1,0,1,58,59,1.69
July 31 2020,Skamania,WA,Truck,0,0,0,4177,4177,0.00
July 31 2020,Arapahoe,CO,Passenger,1,0,1,119,120,0.83
June 30 2020,Arapahoe,CO,Passenger,1,0,1,119,120,0.83
November 30 2019,Pima,AZ,Passenger,1,1,2,326,328,0.61
July 31 2020,Bay,FL,Passenger,1,0,1,32,33,3.03
November 30 2019,Polk,FL,Passenger,1,0,1,68,69,1.45
April 30 2019,NULL,CA,Passenger,1,2,3,254,257,1.17
July 31 2020,Twin Falls,ID,Passenger,0,1,1,18,19,5.26
February 29 2020,Douglas,WA,Passenger,70,41,111,28819,28930,0.38
November 30 2019,Powhatan,VA,Passenger,1,0,1,0,1,100.00
April 30 2019,NULL,WA,Truck,0,0,0,2,2,0.00
November 30 2019,Prince William,VA,Passenger,1,3,4,228,232,1.72
June 30 2020,Bell,TX,Passenger,0,1,1,392,393,0.25
July 31 2020,Wahkiakum,WA,Truck,0,0,0,1783,1783,0.00
July 31 2020,Spartanburg,SC,Passenger,0,1,1,35,36,2.78
June 30 2020,Benton,WA,Truck,0,0,0,43777,43777,0.00
April 30 2019,Allegheny,PA,Passenger,1,0,1,76,77,1.30
July 31 2020,Stafford,VA,Passenger,1,0,1,82,83,1.20
February 29 2020,Flathead,MT,Passenger,1,0,1,53,54,1.85
July 31 2020,Washtenaw,MI,Passenger,1,0,1,26,27,3.70
July 31 2020,Charles,MD,Passenger,1,1,2,67,69,2.90
June 30 2020,Boone,MO,Passenger,0,1,1,7,8,12.50
February 29 2020,Franklin,WA,Passenger,66,81,147,62372,62519,0.24
June 30 2020,Bradley,TN,Passenger,0,1,1,3,4,25.00
November 30 2019,San Francisco,CA,Passenger,2,1,3,94,97,3.09
July 31 2020,Chelan,WA,Passenger,246,85,331,55341,55672,0.59
July 31 2020,Chesapeake City,VA,Passenger,0,2,2,397,399,0.50
July 31 2020,Whatcom,WA,Truck,3,0,3,44226,44229,0.01
June 30 2020,Calvert,MD,Passenger,0,2,2,88,90,2.22
July 31 2020,Clallam,WA,Truck,1,0,1,22219,22220,0.00
November 30 2019,Skamania,WA,Truck,0,0,0,4258,4258,0.00
August 31 2020,NULL,NULL,Passenger,8,5,13,1801,1814,0.72
November 30 2019,Spokane,WA,Passenger,672,504,1176,321694,322870,0.36
April 30 2019,Benton,WA,Truck,0,0,0,42894,42894,0.00
August 31 2020,Adams,WA,Passenger,9,10,19,13205,13224,0.14
July 31 2020,Clark,WA,Passenger,2224,1118,3342,323906,327248,1.02
November 30 2019,Spokane,WA,Truck,1,0,1,99268,99269,0.00
July 31 2020,Wahkiakum,WA,Passenger,6,7,13,3066,3079,0.42
April 30 2019,San Francisco,CA,Passenger,2,1,3,106,109,2.75
August 31 2020,Anne Arundel,MD,Passenger,0,3,3,392,395,0.76
July 31 2020,Clay,FL,Passenger,0,1,1,79,80,1.25
June 30 2020,Charles,MD,Passenger,1,1,2,67,69,2.90
August 31 2020,Asotin,WA,Passenger,18,15,33,12675,12708,0.26
February 29 2020,Howard,MD,Passenger,0,1,1,85,86,1.16
November 30 2019,Tarrant,TX,Passenger,2,0,2,171,173,1.16
February 29 2020,Island,WA,Passenger,421,283,704,64637,65341,1.08
April 30 2019,Santa Fe,NM,Passenger,0,1,1,36,37,2.70
June 30 2020,Clallam,WA,Truck,1,0,1,22279,22280,0.00
November 30 2019,Thurston,WA,Passenger,1127,752,1879,202089,203968,0.92
April 30 2019,Bucks,PA,Passenger,1,0,1,19,20,5.00
November 30 2019,Ventura,CA,Passenger,0,2,2,308,310,0.65
April 30 2019,Camden,GA,Passenger,0,1,1,164,165,0.61
February 29 2020,King,WA,Truck,7,1,8,187004,187012,0.00
June 30 2020,Davidson,TN,Passenger,1,0,1,59,60,1.67
April 30 2019,Skamania,WA,Truck,0,0,0,4216,4216,0.00
November 30 2019,Walla Walla,WA,Truck,0,0,0,14089,14089,0.00
August 31 2020,Calvert,MD,Passenger,0,2,2,85,87,2.30
July 31 2020,Douglas,WA,Truck,0,0,0,12646,12646,0.00
February 29 2020,Kitsap,WA,Truck,1,0,1,55599,55600,0.00
June 30 2020,Dekalb,GA,Passenger,1,0,1,72,73,1.37
April 30 2019,Spokane,WA,Passenger,549,439,988,316848,317836,0.31
July 31 2020,El Paso,CO,Passenger,1,0,1,657,658,0.15
November 30 2019,Whatcom,WA,Truck,2,0,2,44196,44198,0.00
June 30 2020,Douglas,WA,Passenger,72,41,113,28579,28692,0.39
July 31 2020,Erie,NY,Passenger,1,0,1,37,38,2.63
April 30 2019,Carson City,NV,Passenger,1,0,1,10,11,9.09
August 31 2020,Boone,MO,Passenger,0,1,1,7,8,12.50
June 30 2020,Erie,NY,Passenger,1,0,1,36,37,2.70
August 31 2020,Boulder,CO,Passenger,1,1,2,28,30,6.67
August 31 2020,Contra Costa,CA,Passenger,2,0,2,171,173,1.16
February 29 2020,Leon,FL,Passenger,1,0,1,8,9,11.11
December 31 2019,NULL,NULL,Passenger,8,6,14,1987,2001,0.70
July 31 2020,Frederick,MD,Passenger,2,1,3,76,79,3.80
February 29 2020,Lewis,WA,Truck,0,0,0,26863,26863,0.00
December 31 2019,NULL,WA,Passenger,0,0,0,4,4,0.00
June 30 2020,Fairfax,VA,Passenger,5,5,10,698,708,1.41
April 30 2019,Charles,MD,Passenger,0,1,1,79,80,1.25
December 31 2019,Adams,WA,Truck,0,0,0,5423,5423,0.00
June 30 2020,Flathead,MT,Passenger,1,0,1,50,51,1.96
February 29 2020,Lincoln,WA,Truck,0,0,0,4788,4788,0.00
December 31 2019,Alexandria City,VA,Passenger,4,0,4,142,146,2.74
July 31 2020,Greene,MO,Passenger,0,1,1,21,22,4.55
August 31 2020,Douglas,WA,Passenger,78,42,120,28572,28692,0.42
August 31 2020,Columbia,WA,Passenger,3,3,6,2493,2499,0.24
August 31 2020,Columbia,WA,Truck,0,0,0,1570,1570,0.00
April 30 2019,Clallam,WA,Truck,0,0,0,22217,22217,0.00
February 29 2020,Mason,OR,Passenger,2,0,2,18,20,10.00
August 31 2020,Flathead,MT,Passenger,1,0,1,47,48,2.08
August 31 2020,Dekalb,GA,Passenger,1,0,1,70,71,1.41
July 31 2020,Island,WA,Truck,1,0,1,21745,21746,0.00
June 30 2020,Howard,MD,Passenger,0,1,1,83,84,1.19
April 30 2019,Ventura,CA,Passenger,0,2,2,314,316,0.63
August 31 2020,Franklin,WA,Passenger,73,83,156,62086,62242,0.25
June 30 2020,Island,WA,Passenger,439,287,726,64057,64783,1.12
August 31 2020,Douglas,NE,Passenger,0,1,1,44,45,2.22
April 30 2019,Wahkiakum,WA,Truck,0,0,0,1786,1786,0.00
February 29 2020,Montgomery,PA,Passenger,1,0,1,23,24,4.17
August 31 2020,Douglas,OR,Passenger,1,0,1,40,41,2.44
February 29 2020,Multnomah,OR,Passenger,4,7,11,689,700,1.57
August 31 2020,Dupage,IL,Passenger,2,0,2,44,46,4.35
February 29 2020,Nassau,NY,Passenger,2,0,2,31,33,6.06
August 31 2020,Harris,TX,Passenger,1,0,1,185,186,0.54
June 30 2020,Kent,DE,Passenger,0,1,1,64,65,1.54
July 31 2020,Klickitat,WA,Passenger,59,44,103,15515,15618,0.66
April 30 2019,Cumberland,NC,Passenger,0,2,2,530,532,0.38
December 31 2019,Columbia,GA,Passenger,1,1,2,147,149,1.34
February 29 2020,Okanogan,WA,Truck,0,0,0,4103,4103,0.00
June 30 2020,Kitsap,WA,Truck,0,0,0,55269,55269,0.00
August 31 2020,Honolulu,HI,Passenger,3,0,3,385,388,0.77
December 31 2019,Contra Costa,CA,Passenger,2,0,2,190,192,1.04
June 30 2020,Kittitas,WA,Truck,0,0,0,14985,14985,0.00
August 31 2020,Howard,MD,Passenger,0,1,1,80,81,1.23
April 30 2019,Whatcom,WA,Truck,2,0,2,43899,43901,0.00
August 31 2020,Guadalupe,TX,Passenger,2,0,2,47,49,4.08
June 30 2020,Kootenai,ID,Passenger,1,0,1,187,188,0.53
August 31 2020,Island,WA,Passenger,453,291,744,64047,64791,1.15
June 30 2020,Leon,FL,Passenger,1,0,1,9,10,10.00
July 31 2020,Liberty,GA,Passenger,1,0,1,118,119,0.84
February 29 2020,Pierce,WA,Truck,0,0,0,145295,145295,0.00
August 31 2020,Hennepin,MN,Passenger,2,0,2,76,78,2.56
December 31 2019,Dekalb,IN,Passenger,1,0,1,1,2,50.00
April 30 2019,District Of Columbia,DC,Passenger,1,2,3,212,215,1.40
June 30 2020,Lincoln,WA,Truck,0,0,0,4750,4750,0.00
August 31 2020,King,WA,Truck,6,1,7,187286,187293,0.00
July 31 2020,Mason,WA,Passenger,195,143,338,48424,48762,0.69
May 31 2019,NULL,NULL,Passenger,8,7,15,2072,2087,0.72
August 31 2020,Kitsap,WA,Truck,0,0,0,55306,55306,0.00
December 31 2019,El Paso,CO,Passenger,1,1,2,702,704,0.28
May 31 2019,Adams,WA,Passenger,5,6,11,13096,13107,0.08
August 31 2020,Lake,IL,Passenger,1,0,1,165,166,0.60
July 31 2020,Montgomery,AL,Passenger,0,2,2,36,38,5.26
February 29 2020,Riverside,CA,Passenger,2,1,3,596,599,0.50
August 31 2020,Jefferson,WA,Truck,0,0,0,9749,9749,0.00
July 31 2020,Montgomery,OH,Passenger,0,1,1,60,61,1.64
December 31 2019,Frederick,MD,Passenger,2,1,3,84,87,3.45
May 31 2019,Alexandria City,VA,Passenger,4,0,4,147,151,2.65
August 31 2020,Leon,FL,Passenger,1,0,1,9,10,10.00
February 29 2020,Saint Marys,MD,Passenger,1,0,1,192,193,0.52
August 31 2020,Lewis,WA,Truck,0,0,0,27011,27011,0.00
February 29 2020,Santa Clara,CA,Passenger,4,2,6,282,288,2.08
June 30 2020,Nassau,NY,Passenger,2,0,2,23,25,8.00
August 31 2020,Lincoln,WA,Truck,0,0,0,4766,4766,0.00
December 31 2019,Greene,MO,Passenger,0,1,1,19,20,5.00
July 31 2020,Otero,NM,Passenger,0,1,1,34,35,2.86
December 31 2019,Guilford,NC,Passenger,1,0,1,28,29,3.45
February 29 2020,Shasta,CA,Passenger,1,0,1,37,38,2.63
July 31 2020,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
July 31 2020,Pacific,WA,Truck,0,0,0,7900,7900,0.00
June 30 2020,Otero,NM,Passenger,0,1,1,35,36,2.78
December 31 2019,Harris,TX,Passenger,1,0,1,218,219,0.46
June 30 2020,Pacific,WA,Truck,0,0,0,7893,7893,0.00
June 30 2020,Palm Beach,FL,Passenger,0,1,1,64,65,1.54
April 30 2019,Glacier,MT,Passenger,0,1,1,4,5,20.00
December 31 2019,Honolulu,HI,Passenger,3,0,3,436,439,0.68
July 31 2020,Pima,AZ,Passenger,2,1,3,285,288,1.04
July 31 2020,Pinal,AZ,Passenger,1,0,1,142,143,0.70
July 31 2020,Polk,FL,Passenger,1,0,1,64,65,1.54
February 29 2020,Tulsa,OK,Passenger,0,1,1,41,42,2.38
August 31 2020,Los Angeles,CA,Passenger,8,9,17,917,934,1.82
August 31 2020,Montgomery,PA,Passenger,1,0,1,18,19,5.26
May 31 2019,Bucks,PA,Passenger,1,0,1,19,20,5.00
August 31 2020,Multnomah,OR,Passenger,4,6,10,645,655,1.53
February 29 2020,Walla Walla,WA,Passenger,69,63,132,37103,37235,0.35
April 30 2019,Harnett,NC,Passenger,0,1,1,207,208,0.48
August 31 2020,Nassau,NY,Passenger,2,0,2,23,25,8.00
June 30 2020,Saint Louis City,MO,Passenger,1,0,1,25,26,3.85
August 31 2020,Okanogan,WA,Truck,0,0,0,4026,4026,0.00
May 31 2019,Calvert,MD,Passenger,0,2,2,93,95,2.11
February 29 2020,Williamson,TX,Passenger,1,0,1,109,110,0.91
August 31 2020,Montgomery,MD,Passenger,1,4,5,225,230,2.17
December 31 2019,Liberty,GA,Passenger,1,0,1,127,128,0.78
June 30 2020,Shasta,CA,Passenger,1,0,1,35,36,2.78
August 31 2020,Pierce,WA,Truck,0,0,0,146739,146739,0.00
August 31 2020,Muscogee,GA,Passenger,0,1,1,166,167,0.60
June 30 2020,Skamania,WA,Passenger,35,18,53,8708,8761,0.60
July 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
March 31 2020,Ada,ID,Passenger,0,1,1,252,253,0.40
April 30 2019,Jefferson,NY,Passenger,0,1,1,241,242,0.41
March 31 2020,Alameda,CA,Passenger,2,0,2,253,255,0.78
August 31 2020,Okanogan,NULL,Passenger,36,28,64,20643,20707,0.31
August 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
July 31 2020,Skamania,WA,Passenger,35,20,55,8650,8705,0.63
June 30 2020,Sumter,FL,Passenger,0,1,1,8,9,11.11
March 31 2020,Albemarle,VA,Passenger,1,0,1,28,29,3.45
August 31 2020,Pacific,WA,Passenger,41,38,79,15968,16047,0.49
April 30 2019,Kent,DE,Passenger,0,1,1,74,75,1.33
December 31 2019,Mason,WA,Passenger,168,143,311,48641,48952,0.64
March 31 2020,Asotin,WA,Truck,0,0,0,6867,6867,0.00
July 31 2020,Tipton,TN,Passenger,1,0,1,12,13,7.69
August 31 2020,Riverside,CA,Passenger,2,0,2,558,560,0.36
August 31 2020,Pierce,WA,Passenger,2762,1826,4588,562433,567021,0.81
June 30 2020,Travis,TX,Passenger,1,2,3,148,151,1.99
April 30 2019,Kittitas,WA,Passenger,76,37,113,30225,30338,0.37
August 31 2020,Pinellas,FL,Passenger,1,1,2,75,77,2.60
July 31 2020,Vigo,IN,Passenger,1,0,1,3,4,25.00
April 30 2019,Kittitas,WA,Truck,0,0,0,14804,14804,0.00
June 30 2020,Vigo,IN,Passenger,1,0,1,3,4,25.00
December 31 2019,Montgomery,AL,Passenger,0,2,2,37,39,5.13
June 30 2020,Wahkiakum,WA,Passenger,6,7,13,3055,3068,0.42
August 31 2020,Saint Marys,MD,Passenger,1,0,1,184,185,0.54
April 30 2019,Klamath,OR,Passenger,1,0,1,26,27,3.70
July 31 2020,Walla Walla,WA,Truck,0,0,0,14157,14157,0.00
March 31 2020,Bexar,TX,Passenger,2,6,8,565,573,1.40
August 31 2020,Ramsey,MN,Passenger,1,0,1,32,33,3.03
June 30 2020,Walla Walla,WA,Passenger,76,63,139,36675,36814,0.38
August 31 2020,Santa Clara,CA,Passenger,4,2,6,236,242,2.48
March 31 2020,Broward,FL,Passenger,1,1,2,107,109,1.83
April 30 2019,Kootenai,ID,Passenger,1,1,2,195,197,1.02
May 31 2019,Columbia,GA,Passenger,1,1,2,152,154,1.30
July 31 2020,Whatcom,WA,Passenger,1166,527,1693,152263,153956,1.10
August 31 2020,Shasta,CA,Passenger,1,0,1,34,35,2.86
December 31 2019,Norfolk City,VA,Passenger,2,1,3,363,366,0.82
July 31 2020,Whitman,WA,Truck,0,0,0,8727,8727,0.00
June 30 2020,Whatcom,WA,Passenger,1135,525,1660,152216,153876,1.08
July 31 2020,Williams,ND,Passenger,0,1,1,12,13,7.69
May 31 2019,Contra Costa,CA,Passenger,1,0,1,206,207,0.48
December 31 2019,Okanogan,WA,Truck,0,0,0,4115,4115,0.00
August 31 2020,San Bernardino,CA,Passenger,0,1,1,428,429,0.23
June 30 2020,Williamson,TX,Passenger,1,0,1,105,106,0.94
August 31 2020,NULL,CA,Passenger,1,2,3,216,219,1.37
March 31 2020,Chelan,WA,Passenger,223,82,305,55623,55928,0.55
August 31 2020,Santa Cruz,CA,Passenger,1,0,1,32,33,3.03
July 31 2020,Ada,ID,Passenger,0,1,1,234,235,0.43
August 31 2020,Allegheny,PA,Passenger,1,0,1,58,59,1.69
August 31 2020,Tulsa,OK,Passenger,0,1,1,35,36,2.78
July 31 2020,Alameda,CA,Passenger,1,0,1,243,244,0.41
August 31 2020,Arlington,VA,Passenger,0,2,2,128,130,1.54
December 31 2019,Pinal,AZ,Passenger,1,0,1,156,157,0.64
May 31 2019,Dekalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2020,Clark,NV,Passenger,2,1,3,618,621,0.48
April 30 2019,Maui,HI,Passenger,1,0,1,46,47,2.13
August 31 2020,Skagit,WA,Truck,1,0,1,33484,33485,0.00
March 31 2020,Clay,FL,Passenger,0,1,1,81,82,1.22
August 31 2020,Bell,TX,Passenger,0,1,1,377,378,0.26
August 31 2020,Walla Walla,WA,Passenger,84,67,151,36712,36863,0.41
May 31 2019,Douglas,WA,Passenger,57,36,93,28608,28701,0.32
March 31 2020,Cook,IL,Passenger,1,0,1,208,209,0.48
July 31 2020,Bexar,TX,Passenger,4,5,9,527,536,1.68
March 31 2020,Cowlitz,WA,Truck,0,0,0,29676,29676,0.00
August 31 2020,Twin Falls,ID,Passenger,0,1,1,18,19,5.26
August 31 2020,Bradley,TN,Passenger,1,1,2,1,3,66.67
July 31 2020,Boulder,CO,Passenger,1,1,2,29,31,6.45
May 31 2019,Fairfax,VA,Passenger,3,3,6,764,770,0.78
August 31 2020,Williamson,TX,Passenger,1,0,1,97,98,1.02
December 31 2019,Saint Marys,MD,Passenger,1,0,1,197,198,0.51
August 31 2020,Bryan,GA,Passenger,1,0,1,58,59,1.69
December 31 2019,San Diego,CA,Passenger,8,7,15,2806,2821,0.53
September 30 2020,NULL,WA,Passenger,0,0,0,3,3,0.00
August 31 2020,Carson City,NV,Passenger,1,0,1,9,10,10.00
March 31 2020,El Paso,TX,Passenger,2,0,2,439,441,0.45
August 31 2020,Washoe,NV,Passenger,1,0,1,73,74,1.35
December 31 2019,Shelby,TN,Passenger,0,1,1,91,92,1.09
July 31 2020,Chelan,WA,Truck,0,0,0,23201,23201,0.00
August 31 2020,Westchester,NY,Passenger,0,1,1,21,22,4.55
March 31 2020,Fulton,GA,Passenger,1,2,3,99,102,2.94
