Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2019,Benton,WA,Truck,0,0,0,42811,42811,0.00
March 31 2020,Howard,MD,Passenger,0,1,1,85,86,1.16
March 31 2020,Island,WA,Passenger,427,289,716,64458,65174,1.10
April 30 2020,Thurston,WA,Passenger,1232,783,2015,200857,202872,0.99
May 31 2020,Hidalgo,TX,Passenger,0,1,1,69,70,1.43
April 30 2020,Grays Harbor,WA,Truck,0,0,0,21230,21230,0.00
November 30 2019,Okanogan,WA,Passenger,2,8,10,6117,6127,0.16
March 31 2020,Jefferson,WA,Passenger,245,155,400,25523,25923,1.54
April 30 2020,Ventura,CA,Passenger,0,2,2,289,291,0.69
March 31 2019,Brevard,FL,Passenger,0,1,1,75,76,1.32
April 30 2020,Harrison,MS,Passenger,1,0,1,62,63,1.59
March 31 2020,Juneau,AK,Passenger,0,1,1,23,24,4.17
February 28 2019,Jefferson,CO,Passenger,0,2,2,62,64,3.12
September 30 2019,Douglas,WA,Passenger,63,37,100,28765,28865,0.35
September 30 2019,Douglas,WA,Truck,0,0,0,12585,12585,0.00
May 31 2020,Kent,DE,Passenger,0,1,1,66,67,1.49
April 30 2020,Island,WA,Passenger,427,290,717,64118,64835,1.11
March 31 2020,Kitsap,WA,Truck,1,0,1,55438,55439,0.00
March 31 2020,Klickitat,WA,Passenger,56,42,98,15957,16055,0.61
May 31 2020,Kittitas,WA,Truck,0,0,0,14954,14954,0.00
September 30 2019,Fairfax,VA,Passenger,3,3,6,735,741,0.81
May 31 2020,Kootenai,ID,Passenger,1,0,1,191,192,0.52
May 31 2020,NULL,WA,Passenger,0,0,0,4,4,0.00
March 31 2019,Charles,MD,Passenger,0,1,1,76,77,1.30
May 31 2020,Adams,WA,Truck,0,0,0,5418,5418,0.00
November 30 2019,Riley,KS,Passenger,1,0,1,63,64,1.56
May 31 2020,Larimer,CO,Passenger,0,1,1,36,37,2.70
May 31 2020,Albemarle,VA,Passenger,1,0,1,27,28,3.57
March 31 2020,Lincoln,WA,Truck,0,0,0,4780,4780,0.00
May 31 2020,Alexandria City,VA,Passenger,4,0,4,135,139,2.88
May 31 2020,Liberty,GA,Passenger,1,0,1,123,124,0.81
April 30 2020,Kittitas,WA,Passenger,108,51,159,30584,30743,0.52
May 31 2020,Bartow,GA,Passenger,0,1,1,3,4,25.00
March 31 2019,Clallam,WA,Truck,0,0,0,22176,22176,0.00
November 30 2019,San Juan,WA,Passenger,248,82,330,14712,15042,2.19
May 31 2020,Benton,WA,Passenger,366,331,697,136975,137672,0.51
March 31 2020,Mecklenburg,NC,Passenger,1,0,1,71,72,1.39
November 30 2019,San Mateo,CA,Passenger,1,1,2,118,120,1.67
March 31 2020,Montgomery,OH,Passenger,0,1,1,57,58,1.72
April 30 2020,Lewis,WA,Truck,0,0,0,26764,26764,0.00
March 31 2019,Cochise,AZ,Passenger,0,1,1,119,120,0.83
September 30 2019,Island,WA,Passenger,365,265,630,64589,65219,0.97
September 30 2019,Island,WA,Truck,0,0,0,21815,21815,0.00
November 30 2019,Shelby,OH,Passenger,0,1,1,1,2,50.00
April 30 2020,Lincoln,WA,Truck,0,0,0,4757,4757,0.00
March 31 2020,Nassau,NY,Passenger,2,0,2,29,31,6.45
November 30 2019,Snohomish,WA,Truck,0,0,0,126793,126793,0.00
September 30 2019,Jefferson,NY,Passenger,0,1,1,227,228,0.44
April 30 2020,Maricopa,AZ,Passenger,6,5,11,1166,1177,0.93
May 31 2020,Monterey,CA,Passenger,1,0,1,187,188,0.53
November 30 2019,Stevens,WA,Truck,0,0,0,19448,19448,0.00
September 30 2019,Kittitas,WA,Passenger,87,45,132,30519,30651,0.43
May 31 2020,Clallam,WA,Passenger,236,168,404,51063,51467,0.78
September 30 2019,Klickitat,WA,Passenger,43,37,80,15945,16025,0.50
November 30 2019,Thurston,WA,Truck,0,0,0,56863,56863,0.00
February 28 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
March 31 2019,Deschutes,OR,Passenger,2,0,2,136,138,1.45
April 30 2020,Nassau,NY,Passenger,2,0,2,27,29,6.90
April 30 2020,New Castle,DE,Passenger,1,0,1,22,23,4.35
May 31 2020,Oklahoma,OK,Passenger,0,1,1,109,110,0.91
September 30 2019,Lincoln,WA,Truck,0,0,0,4821,4821,0.00
May 31 2020,Otero,NM,Passenger,0,1,1,35,36,2.78
May 31 2020,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
May 31 2020,Pacific,WA,Truck,0,0,0,7829,7829,0.00
May 31 2020,Palm Beach,FL,Passenger,0,1,1,64,65,1.54
April 30 2020,Pend Oreille,WA,Truck,0,0,0,5972,5972,0.00
March 31 2020,Shasta,CA,Passenger,1,0,1,38,39,2.56
November 30 2019,Whitman,WA,Truck,0,0,0,8829,8829,0.00
March 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
May 31 2020,Pend Oreille,WA,Passenger,7,6,13,9537,9550,0.14
March 31 2020,Snohomish,WA,Truck,0,0,0,127233,127233,0.00
April 30 2020,Placer,CA,Passenger,1,0,1,81,82,1.22
May 31 2020,Pinal,AZ,Passenger,1,0,1,148,149,0.67
April 30 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
March 31 2020,Stevens,WA,Truck,0,0,0,19346,19346,0.00
September 30 2019,Nassau,NY,Passenger,2,0,2,30,32,6.25
February 28 2019,Nueces,TX,Passenger,1,1,2,93,95,2.11
December 31 2019,NULL,CA,Passenger,1,2,3,236,239,1.26
May 31 2020,Greene,MO,Passenger,0,1,1,19,20,5.00
December 31 2019,Arlington,VA,Passenger,0,2,2,141,143,1.40
May 31 2020,Guilford,NC,Passenger,1,0,1,25,26,3.85
September 30 2019,Otero,NM,Passenger,0,1,1,41,42,2.38
March 31 2019,Glacier,MT,Passenger,0,1,1,4,5,20.00
December 31 2019,Bell,TX,Passenger,0,1,1,415,416,0.24
September 30 2019,Pacific,WA,Truck,0,0,0,7869,7869,0.00
December 31 2019,Benton,WA,Truck,0,0,0,43634,43634,0.00
September 30 2019,Pend Oreille,WA,Truck,0,0,0,5954,5954,0.00
May 31 2020,Saint Louis,MO,Passenger,1,0,1,61,62,1.61
March 31 2020,Walla Walla,WA,Passenger,69,64,133,37029,37162,0.36
September 30 2019,Pima,AZ,Passenger,1,1,2,335,337,0.59
May 31 2020,Saint Louis City,MO,Passenger,1,0,1,25,26,3.85
April 30 2020,San Francisco,CA,Passenger,2,1,3,89,92,3.26
September 30 2019,Polk,FL,Passenger,1,0,1,68,69,1.45
May 31 2020,Honolulu,HI,Passenger,3,0,3,401,404,0.74
September 30 2019,Powhatan,VA,Passenger,1,0,1,0,1,100.00
April 30 2020,Sarasota,FL,Passenger,1,0,1,19,20,5.00
March 31 2019,Hidalgo,TX,Passenger,0,1,1,91,92,1.09
March 31 2020,Washoe,NV,Passenger,1,0,1,84,85,1.18
February 28 2019,Pend Oreille,WA,Passenger,6,5,11,9841,9852,0.11
March 31 2020,Whitman,WA,Passenger,44,49,93,22918,23011,0.40
April 30 2020,Skamania,WA,Truck,0,0,0,4213,4213,0.00
March 31 2020,Whitman,WA,Truck,0,0,0,8816,8816,0.00
May 31 2020,Skamania,WA,Passenger,34,17,51,8748,8799,0.58
April 30 2020,Spokane,WA,Passenger,754,509,1263,323074,324337,0.39
March 31 2020,Williamson,TX,Passenger,1,0,1,108,109,0.92
December 31 2019,Carson City,NV,Passenger,1,0,1,9,10,10.00
May 31 2020,Sumter,FL,Passenger,0,1,1,8,9,11.11
April 30 2020,NULL,WA,Passenger,0,0,0,4,4,0.00
December 31 2019,Clallam,WA,Truck,1,0,1,22373,22374,0.00
March 31 2019,Jefferson,NY,Passenger,0,1,1,244,245,0.41
September 30 2019,San Francisco,CA,Passenger,2,1,3,100,103,2.91
May 31 2020,Travis,TX,Passenger,1,2,3,152,155,1.94
September 30 2019,Shelby,OH,Passenger,0,1,1,1,2,50.00
May 31 2020,Wahkiakum,WA,Passenger,6,7,13,3034,3047,0.43
April 30 2020,Wahkiakum,WA,Truck,0,0,0,1801,1801,0.00
April 30 2020,Benton,WA,Passenger,360,331,691,137312,138003,0.50
April 30 2020,Walla Walla,WA,Passenger,71,64,135,36816,36951,0.37
December 31 2019,Cowlitz,WA,Passenger,128,124,252,74938,75190,0.34
September 30 2019,Skamania,WA,Passenger,29,17,46,9021,9067,0.51
September 30 2019,Skamania,WA,Truck,0,0,0,4251,4251,0.00
December 31 2019,Cumberland,NC,Passenger,0,2,2,498,500,0.40
April 30 2020,Brevard,FL,Passenger,0,1,1,71,72,1.39
May 31 2020,Mason,WA,Passenger,189,146,335,48268,48603,0.69
February 28 2019,Saint Louis,MO,Passenger,1,0,1,78,79,1.27
September 30 2019,Spokane,WA,Passenger,634,477,1111,320591,321702,0.35
May 31 2020,Mason,WA,Truck,0,0,0,21128,21128,0.00
April 30 2020,Washtenaw,MI,Passenger,1,0,1,25,26,3.85
April 30 2020,Bryan,GA,Passenger,1,0,1,59,60,1.67
April 30 2020,Whatcom,WA,Truck,3,0,3,43943,43946,0.01
May 31 2020,Whatcom,WA,Passenger,1127,521,1648,152254,153902,1.07
September 30 2019,Tarrant,TX,Passenger,2,0,2,172,174,1.15
April 30 2020,Williamson,TX,Passenger,1,0,1,105,106,0.94
February 28 2019,Santa Barbara,CA,Passenger,1,0,1,97,98,1.02
May 31 2020,Montgomery,AL,Passenger,0,2,2,37,39,5.13
May 31 2020,Yakima,WA,Truck,0,0,0,61724,61724,0.00
February 28 2019,Santa Fe,NM,Passenger,0,1,1,37,38,2.63
September 30 2019,Vigo,IN,Passenger,1,0,1,4,5,20.00
May 31 2020,NULL,NULL,Passenger,7,5,12,1876,1888,0.64
September 30 2019,Wahkiakum,WA,Truck,0,0,0,1803,1803,0.00
April 30 2020,Clackamas,OR,Passenger,1,0,1,170,171,0.58
April 30 2020,Clallam,WA,Passenger,234,168,402,51255,51657,0.78
May 31 2020,Adams,WA,Passenger,8,9,17,13073,13090,0.13
September 30 2019,Walla Walla,WA,Passenger,59,64,123,36998,37121,0.33
March 31 2019,Liberty,GA,Passenger,1,0,1,146,147,0.68
September 30 2019,Walla Walla,WA,Truck,0,0,0,14106,14106,0.00
May 31 2020,Norfolk City,VA,Passenger,2,1,3,356,359,0.84
March 31 2019,Lincoln,WA,Passenger,5,7,12,7974,7986,0.15
December 31 2019,Glacier,MT,Passenger,0,1,1,4,5,20.00
September 30 2019,Washtenaw,MI,Passenger,1,0,1,32,33,3.03
May 31 2020,Orange,CA,Passenger,5,1,6,482,488,1.23
December 31 2019,Grant,WA,Passenger,58,72,130,67307,67437,0.19
December 31 2019,Grays Harbor,WA,Passenger,118,105,223,49173,49396,0.45
February 28 2019,Spartanburg,SC,Passenger,0,1,1,27,28,3.57
May 31 2020,Osceola,FL,Passenger,1,0,1,34,35,2.86
September 30 2019,Whatcom,WA,Passenger,976,483,1459,153747,155206,0.94
September 30 2019,Whatcom,WA,Truck,2,0,2,44050,44052,0.00
March 31 2019,Manassas City,VA,Passenger,0,1,1,9,10,10.00
September 30 2019,Whitman,WA,Truck,0,0,0,8845,8845,0.00
April 30 2020,Duval,FL,Passenger,0,1,1,336,337,0.30
June 30 2020,Carson City,NV,Passenger,1,0,1,9,10,10.00
September 30 2019,Williamson,TX,Passenger,1,0,1,118,119,0.84
December 31 2019,Harnett,NC,Passenger,0,1,1,188,189,0.53
May 31 2020,Bucks,PA,Passenger,1,0,1,19,20,5.00
March 31 2019,Mason,WA,Truck,0,0,0,20944,20944,0.00
April 30 2020,Ferry,WA,Truck,0,0,0,3693,3693,0.00
April 30 2020,Flathead,MT,Passenger,1,0,1,52,53,1.89
May 31 2020,Calvert,MD,Passenger,0,2,2,88,90,2.22
December 31 2019,Hennepin,MN,Passenger,2,0,2,95,97,2.06
December 31 2019,Hidalgo,TX,Passenger,0,1,1,81,82,1.22
June 30 2020,Clark,WA,Truck,0,0,0,84214,84214,0.00
October 31 2019,NULL,NULL,Passenger,8,6,14,1997,2011,0.70
October 31 2019,Adams,WA,Passenger,6,6,12,13249,13261,0.09
April 30 2020,Garfield,WA,Truck,0,0,0,993,993,0.00
May 31 2020,San Diego,CA,Passenger,13,9,22,2773,2795,0.79
April 30 2020,Goochland,VA,Passenger,2,1,3,170,173,1.73
June 30 2020,Cowlitz,WA,Passenger,148,128,276,73727,74003,0.37
October 31 2019,Arlington,VA,Passenger,0,2,2,141,143,1.40
May 31 2020,Clark,NV,Passenger,3,1,4,610,614,0.65
June 30 2020,Cumberland,NC,Passenger,0,3,3,469,472,0.64
May 31 2020,Columbia,GA,Passenger,1,1,2,141,143,1.40
December 31 2019,Kittitas,WA,Truck,0,0,0,15029,15029,0.00
May 31 2020,Contra Costa,CA,Passenger,2,0,2,179,181,1.10
December 31 2019,Klickitat,WA,Truck,0,0,0,8552,8552,0.00
May 31 2020,Spartanburg,SC,Passenger,0,1,1,36,37,2.70
December 31 2019,Larimer,CO,Passenger,0,1,1,43,44,2.27
April 30 2020,Howard,MD,Passenger,0,1,1,83,84,1.19
May 31 2020,Stafford,VA,Passenger,1,0,1,84,85,1.18
June 30 2020,Dupage,IL,Passenger,2,0,2,45,47,4.26
February 28 2019,Yakima,WA,Truck,0,0,0,61245,61245,0.00
May 31 2020,Dekalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2019,Okanogan,WA,Passenger,3,7,10,6229,6239,0.16
March 31 2019,Oldham,KY,Passenger,0,1,1,4,5,20.00
June 30 2020,Glacier,MT,Passenger,0,1,1,4,5,20.00
May 31 2020,Douglas,WA,Passenger,70,41,111,28561,28672,0.39
March 31 2019,Orange,CA,Passenger,4,1,5,540,545,0.92
May 31 2020,Williams,ND,Passenger,0,1,1,12,13,7.69
October 31 2019,Clark,NV,Passenger,2,1,3,631,634,0.47
June 30 2020,Grant,WA,Passenger,62,76,138,66850,66988,0.21
April 30 2020,Kitsap,WA,Passenger,1400,709,2109,183912,186021,1.13
June 30 2020,Grays Harbor,WA,Passenger,121,114,235,48961,49196,0.48
October 31 2019,Cochise,AZ,Passenger,0,1,1,113,114,0.88
March 31 2019,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
June 30 2020,Ada,ID,Passenger,0,1,1,241,242,0.41
October 31 2019,Columbia,GA,Passenger,1,1,2,148,150,1.33
June 30 2020,Guilford,NC,Passenger,1,0,1,24,25,4.00
October 31 2019,Contra Costa,CA,Passenger,1,0,1,193,194,0.52
March 31 2019,Pend Oreille,WA,Passenger,6,5,11,9830,9841,0.11
June 30 2020,Alameda,CA,Passenger,1,0,1,245,246,0.41
April 30 2020,Leon,FL,Passenger,1,0,1,8,9,11.11
April 30 2020,Lincoln,WA,Passenger,6,12,18,7874,7892,0.23
May 31 2020,Harris,TX,Passenger,1,0,1,201,202,0.50
June 30 2020,Anne Arundel,MD,Passenger,0,3,3,411,414,0.72
March 31 2019,Pierce,WA,Passenger,1859,1559,3418,550219,553637,0.62
June 30 2020,Asotin,WA,Passenger,17,13,30,12661,12691,0.24
May 31 2020,Howard,MD,Passenger,0,1,1,83,84,1.19
December 31 2019,Oklahoma,OK,Passenger,0,2,2,116,118,1.69
June 30 2020,Hennepin,MN,Passenger,2,0,2,75,77,2.60
May 31 2020,Island,WA,Passenger,431,290,721,64067,64788,1.11
December 31 2019,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
October 31 2019,Dekalb,IN,Passenger,1,0,1,1,2,50.00
December 31 2019,Pend Oreille,WA,Passenger,8,7,15,9844,9859,0.15
October 31 2019,Deschutes,OR,Passenger,2,0,2,122,124,1.61
April 30 2020,Mason,OR,Passenger,1,0,1,19,20,5.00
December 31 2019,Pinellas,FL,Passenger,1,1,2,86,88,2.27
June 30 2020,Jefferson,WA,Truck,0,0,0,9757,9757,0.00
May 31 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
June 30 2020,Juneau,AK,Passenger,0,1,1,21,22,4.55
April 30 2020,Mason,WA,Truck,0,0,0,21144,21144,0.00
June 30 2020,Klickitat,WA,Truck,0,0,0,8372,8372,0.00
May 31 2020,Kittitas,WA,Passenger,108,50,158,30504,30662,0.52
October 31 2019,El Paso,CO,Passenger,1,1,2,697,699,0.29
June 30 2020,Larimer,CO,Passenger,0,1,1,35,36,2.78
April 30 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
October 31 2019,Frederick,MD,Passenger,2,1,3,87,90,3.33
May 31 2020,Lincoln,WA,Truck,0,0,0,4748,4748,0.00
June 30 2020,Cascade,MT,Passenger,0,1,1,53,54,1.85
December 31 2019,Saint Louis,MO,Passenger,1,0,1,65,66,1.52
March 31 2019,Camden,GA,Passenger,0,1,1,163,164,0.61
March 31 2019,Riley,KS,Passenger,1,0,1,72,73,1.37
June 30 2020,Cowlitz,WA,Truck,0,0,0,29655,29655,0.00
April 30 2020,Orange,CA,Passenger,5,1,6,486,492,1.22
October 31 2019,Harris,TX,Passenger,1,1,2,217,219,0.91
March 31 2019,Chelan,WA,Passenger,145,69,214,55432,55646,0.38
April 30 2020,Osceola,FL,Passenger,1,0,1,35,36,2.78
June 30 2020,Montgomery,MD,Passenger,0,4,4,233,237,1.69
December 31 2019,Spartanburg,SC,Passenger,0,1,1,35,36,2.78
October 31 2019,Hidalgo,TX,Passenger,0,1,1,83,84,1.19
October 31 2019,Honolulu,HI,Passenger,3,0,3,453,456,0.66
June 30 2020,El Paso,TX,Passenger,2,0,2,417,419,0.48
December 31 2019,Sumter,FL,Passenger,0,1,1,8,9,11.11
May 31 2020,Multnomah,OR,Passenger,4,7,11,670,681,1.62
March 31 2019,Clay,FL,Passenger,0,1,1,83,84,1.19
March 31 2019,Santa Rosa,FL,Passenger,1,0,1,81,82,1.22
June 30 2020,Fairbanks North Star,AK,Passenger,0,1,1,94,95,1.05
May 31 2020,Nassau,NY,Passenger,2,0,2,27,29,6.90
December 31 2019,Travis,TX,Passenger,1,1,2,168,170,1.18
May 31 2020,Okanogan,WA,Truck,0,0,0,4041,4041,0.00
June 30 2020,Oklahoma,OK,Passenger,0,1,1,107,108,0.93
October 31 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
March 31 2019,Skamania,WA,Passenger,23,15,38,8980,9018,0.42
June 30 2020,Ferry,WA,Passenger,5,3,8,4492,4500,0.18
December 31 2019,Ventura,CA,Passenger,0,2,2,303,305,0.66
December 31 2019,Wahkiakum,WA,Passenger,4,4,8,3109,3117,0.26
March 31 2019,Columbia,WA,Passenger,2,2,4,2488,2492,0.16
June 30 2020,Franklin,WA,Passenger,67,82,149,61940,62089,0.24
June 30 2020,Pend Oreille,WA,Passenger,7,6,13,9541,9554,0.14
May 31 2020,Pend Oreille,WA,Truck,0,0,0,5967,5967,0.00
April 30 2020,Riley,KS,Passenger,1,0,1,62,63,1.59
June 30 2020,Fresno,CA,Passenger,1,0,1,168,169,0.59
May 31 2020,Pierce,WA,Truck,0,0,0,145088,145088,0.00
June 30 2020,Pinellas,FL,Passenger,1,1,2,82,84,2.38
April 30 2020,Santa Barbara,CA,Passenger,1,0,1,91,92,1.09
June 30 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
October 31 2019,Liberty,GA,Passenger,1,0,1,129,130,0.77
March 31 2019,Dekalb,GA,Passenger,1,0,1,76,77,1.30
June 30 2020,Grant,WA,Truck,0,0,0,27949,27949,0.00
December 31 2019,Yakima,WA,Truck,0,0,0,61899,61899,0.00
June 30 2020,Grays Harbor,WA,Truck,0,0,0,21368,21368,0.00
April 30 2020,Shasta,CA,Passenger,1,0,1,36,37,2.70
January 31 2020,Alexandria City,VA,Passenger,4,0,4,142,146,2.74
March 31 2019,Douglas,NE,Passenger,0,1,1,62,63,1.59
May 31 2020,Riverside,CA,Passenger,2,1,3,577,580,0.52
March 31 2019,Douglas,OR,Passenger,1,0,1,49,50,2.00
June 30 2020,Harrison,MS,Passenger,1,0,1,58,59,1.69
October 31 2019,Manassas City,VA,Passenger,0,1,1,6,7,14.29
June 30 2020,Saint Louis,MO,Passenger,1,0,1,60,61,1.64
March 31 2019,Douglas,WA,Truck,0,0,0,12503,12503,0.00
May 31 2020,Sacramento,CA,Passenger,1,0,1,246,247,0.40
April 30 2020,Suffolk City,VA,Passenger,1,0,1,122,123,0.81
June 30 2020,San Francisco,CA,Passenger,1,1,2,86,88,2.27
March 31 2019,Wahkiakum,WA,Passenger,2,2,4,3063,3067,0.13
May 31 2020,Saint Marys,MD,Passenger,1,0,1,188,189,0.53
May 31 2020,San Juan,WA,Truck,0,0,0,6037,6037,0.00
May 31 2020,Santa Clara,CA,Passenger,3,2,5,262,267,1.87
October 31 2019,Multnomah,OR,Passenger,4,6,10,689,699,1.43
January 31 2020,Boulder,CO,Passenger,1,1,2,39,41,4.88
June 30 2020,Kern,CA,Passenger,1,1,2,222,224,0.89
May 31 2020,Shelby,TN,Passenger,0,1,1,82,83,1.20
January 31 2020,Brevard,FL,Passenger,0,1,1,72,73,1.37
June 30 2020,Spartanburg,SC,Passenger,0,1,1,35,36,2.78
June 30 2020,Spokane,WA,Passenger,774,524,1298,322069,323367,0.40
June 30 2020,King,WA,Truck,6,1,7,186494,186501,0.00
October 31 2019,Okanogan,WA,Passenger,2,8,10,6146,6156,0.16
October 31 2019,Okanogan,WA,Truck,0,0,0,4136,4136,0.00
March 31 2019,Fulton,GA,Passenger,1,2,3,102,105,2.86
October 31 2019,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
April 30 2020,Williams,ND,Passenger,0,1,1,14,15,6.67
June 30 2020,Lewis,WA,Truck,0,0,0,26944,26944,0.00
May 31 2020,Tulsa,OK,Passenger,0,1,1,37,38,2.63
June 30 2020,Utah,UT,Passenger,0,1,1,105,106,0.94
January 31 2020,Columbia,WA,Passenger,3,3,6,2507,2513,0.24
May 31 2020,Walla Walla,WA,Passenger,72,63,135,36662,36797,0.37
June 30 2020,Ventura,CA,Passenger,1,2,3,280,283,1.06
October 31 2019,Pierce,WA,Truck,0,0,0,144664,144664,0.00
October 31 2019,Pinal,AZ,Passenger,1,0,1,158,159,0.63
March 31 2019,Guadalupe,TX,Passenger,2,0,2,66,68,2.94
May 31 2020,Washtenaw,MI,Passenger,1,0,1,24,25,4.00
January 31 2020,Denver,CO,Passenger,1,0,1,113,114,0.88
May 31 2020,Arapahoe,CO,Passenger,1,0,1,120,121,0.83
January 31 2020,Douglas,NE,Passenger,0,1,1,50,51,1.96
October 31 2019,Putnam,TN,Passenger,0,1,1,2,3,33.33
May 31 2020,Williamson,TX,Passenger,1,0,1,102,103,0.97
January 31 2020,Douglas,OR,Passenger,1,0,1,44,45,2.22
May 31 2020,Bay,FL,Passenger,1,0,1,32,33,3.03
June 30 2020,Whitman,WA,Passenger,46,51,97,22609,22706,0.43
May 31 2020,Bexar,TX,Passenger,2,5,7,543,550,1.27
June 30 2020,Monterey,CA,Passenger,1,0,1,179,180,0.56
May 31 2020,Boone,MO,Passenger,0,1,1,7,8,12.50
June 30 2020,Montgomery,PA,Passenger,1,0,1,20,21,4.76
October 31 2019,Riverside,CA,Passenger,2,1,3,616,619,0.48
June 30 2020,Yakima,WA,Truck,0,0,0,61977,61977,0.00
June 30 2020,Asotin,WA,Truck,0,0,0,6835,6835,0.00
March 31 2019,Island,WA,Truck,0,0,0,21754,21754,0.00
June 30 2020,New Castle,DE,Passenger,1,0,1,22,23,4.35
March 31 2019,Jackson,OK,Passenger,1,0,1,40,41,2.44
October 31 2019,Saint Marys,MD,Passenger,1,0,1,199,200,0.50
June 30 2020,Bay,FL,Passenger,1,0,1,32,33,3.03
July 31 2020,Alexandria City,VA,Passenger,4,0,4,133,137,2.92
June 30 2020,Bexar,TX,Passenger,3,5,8,532,540,1.48
January 31 2020,Guadalupe,TX,Passenger,2,0,2,56,58,3.45
October 31 2019,San Diego,CA,Passenger,8,7,15,2821,2836,0.53
October 31 2019,San Juan,WA,Truck,0,0,0,6090,6090,0.00
July 31 2020,Bartow,GA,Passenger,0,1,1,3,4,25.00
June 30 2020,Broward,FL,Passenger,1,1,2,101,103,1.94
May 31 2020,Chelan,WA,Passenger,231,82,313,55260,55573,0.56
October 31 2019,Santa Clara,CA,Passenger,4,2,6,326,332,1.81
June 30 2020,Caddo,LA,Passenger,1,0,1,11,12,8.33
October 31 2019,Shelby,TN,Passenger,0,1,1,93,94,1.06
May 31 2020,Clark,WA,Truck,0,0,0,83942,83942,0.00
May 31 2020,Clay,FL,Passenger,0,1,1,78,79,1.27
March 31 2019,King,WA,Passenger,18159,7069,25228,1401936,1427164,1.77
June 30 2020,Chaves,NM,Passenger,1,0,1,9,10,10.00
March 31 2019,Klamath,OR,Passenger,1,0,1,26,27,3.70
June 30 2020,San Juan,WA,Passenger,306,97,403,14346,14749,2.73
June 30 2020,Chelan,WA,Passenger,235,82,317,55321,55638,0.57
June 30 2020,San Mateo,CA,Passenger,0,1,1,106,107,0.93
July 31 2020,Camden,GA,Passenger,1,1,2,142,144,1.39
March 31 2019,Kootenai,ID,Passenger,1,1,2,193,195,1.03
May 31 2020,Cowlitz,WA,Passenger,146,129,275,73758,74033,0.37
October 31 2019,Tulsa,OK,Passenger,0,1,1,41,42,2.38
June 30 2020,Clay,FL,Passenger,0,1,1,79,80,1.25
May 31 2020,Dekalb,GA,Passenger,1,0,1,71,72,1.39
October 31 2019,Volusia,FL,Passenger,0,1,1,36,37,2.70
January 31 2020,King,WA,Passenger,23728,7955,31683,1418799,1450482,2.18
April 30 2019,Clark,WA,Truck,0,0,0,82427,82427,0.00
June 30 2020,Cook,IL,Passenger,1,0,1,195,196,0.51
May 31 2020,Douglas,WA,Truck,0,0,0,12598,12598,0.00
June 30 2020,Thurston,WA,Truck,0,0,0,56898,56898,0.00
May 31 2020,Dupage,IL,Passenger,2,0,2,46,48,4.17
July 31 2020,Columbia,GA,Passenger,1,1,2,139,141,1.42
June 30 2020,Denton,TX,Passenger,1,0,1,59,60,1.67
April 30 2019,Cowlitz,WA,Passenger,101,117,218,74118,74336,0.29
June 30 2020,Valencia,NM,Passenger,1,0,1,3,4,25.00
May 31 2020,Erie,NY,Passenger,1,0,1,37,38,2.63
July 31 2020,Columbia,WA,Passenger,4,3,7,2489,2496,0.28
January 31 2020,Lewis,WA,Passenger,118,112,230,60762,60992,0.38
May 31 2020,Fairfax,VA,Passenger,5,4,9,709,718,1.25
June 30 2020,Douglas,WA,Truck,0,0,0,12611,12611,0.00
June 30 2020,Duval,FL,Passenger,0,1,1,332,333,0.30
March 31 2019,Los Angeles,CA,Passenger,8,4,12,1059,1071,1.12
May 31 2020,Fulton,GA,Passenger,1,2,3,96,99,3.03
July 31 2020,Dekalb,IN,Passenger,1,0,1,1,2,50.00
June 30 2020,Ferry,WA,Truck,0,0,0,3690,3690,0.00
July 31 2020,Douglas,NE,Passenger,0,1,1,45,46,2.17
May 31 2020,Grant,WA,Passenger,62,75,137,66844,66981,0.20
November 30 2019,Bay,FL,Passenger,1,0,1,36,37,2.70
January 31 2020,Maricopa,AZ,Passenger,6,5,11,1206,1217,0.90
July 31 2020,Douglas,OR,Passenger,1,0,1,39,40,2.50
May 31 2020,Grays Harbor,WA,Passenger,120,114,234,48865,49099,0.48
June 30 2020,Franklin,WA,Truck,0,0,0,20555,20555,0.00
November 30 2019,Bexar,TX,Passenger,1,6,7,595,602,1.16
January 31 2020,Mason,WA,Truck,0,0,0,21154,21154,0.00
July 31 2020,Albemarle,VA,Passenger,1,0,1,26,27,3.70
April 30 2019,Fairfax,VA,Passenger,3,3,6,768,774,0.78
June 30 2020,Fulton,GA,Passenger,1,2,3,93,96,3.12
July 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,93,94,1.06
